序号,代码,名称,最新价(元) 2026.06.09,涨跌幅(%) 2026.06.09,市盈率(TTM)(倍) 2026.06.09,证券类型,涨跌额(元) 2026.06.09,最高价(元) 2026.06.09,最低价(元) 2026.06.09,换手率(%) 2026.06.09,量比 2026.06.09,成交量(股) 2026.06.09,成交额(元) 2026.06.09,市盈率(动)(倍) 2026.06.09,市净率(倍) 2026.06.09,总市值(元) 2026.06.09,流通市值(元) 2026.06.09
1915,000518,四环生物,3.18,-1.55,-100.77,A股,-0.050,3.28,3.13,5.91,0.45,6082.89万,1.94亿,-72.35,10.1266,32.74亿,32.74亿
1916,603103,横店影视,22.80,5.60,-100.77,A股,1.210,23.75,20.76,3.97,1.44,2520.86万,5.75亿,90.10,11.3123,144.60亿,144.60亿
1917,688691,灿芯股份,94.94,4.93,-100.79,A股,4.460,96.45,91.01,6.91,0.83,504.11万,4.72亿,-99.83,9.4437,113.93亿,69.27亿
1918,688381,帝奥微,42.07,8.29,-101.07,A股,3.220,42.99,38.36,5.07,0.81,1254.48万,5.08亿,-105.59,4.1847,104.12亿,104.12亿
1919,603392,万泰生物,31.15,-2.96,-101.39,A股,-0.950,32.27,30.89,0.40,1.51,504.34万,1.58亿,-229.07,3.3317,393.86亿,393.86亿
1920,002082,ST万邦,13.25,-4.81,-101.96,A股,-0.670,13.73,13.22,2.63,0.99,1491.26万,1.98亿,19.68,3.1032,81.05亿,75.24亿
1921,002591,恒大高新,7.41,1.65,-102.23,A股,0.120,7.50,7.22,4.63,0.89,1035.64万,7631.41万,89.45,3.4775,22.24亿,16.56亿
1922,000558,天府文旅,3.54,0.28,-102.66,A股,0.010,3.57,3.46,1.92,0.86,2472.75万,8721.81万,277.35,4.3444,45.64亿,45.62亿
1923,300255,常山药业,39.80,7.65,-102.80,A股,2.830,42.35,38.10,3.38,2.07,3097.34万,12.46亿,1557.59,30.2266,365.79亿,365.21亿
1924,300624,万兴科技,56.59,2.78,-102.83,A股,1.530,56.79,54.30,4.19,0.84,717.44万,4.00亿,-57.00,11.2033,109.41亿,96.90亿
1925,300948,冠中生态,30.19,3.53,-104.45,A股,1.030,30.55,28.87,5.34,0.79,824.42万,2.46亿,1.11万,4.9750,49.41亿,46.63亿
1926,300463,迈克生物,8.78,-0.11,-104.47,A股,-0.010,8.86,8.63,1.55,1.31,760.37万,6654.11万,147.70,0.8448,53.09亿,43.15亿
1927,301231,荣信文化,37.52,5.69,-104.47,A股,2.020,39.08,34.21,28.29,1.44,1851.01万,6.79亿,-66.45,3.8987,31.67亿,24.55亿
1928,000670,盈方微,10.04,9.97,-104.69,A股,0.910,10.04,9.09,22.16,1.90,1.82亿,17.63亿,-181.22,275.6939,84.81亿,82.52亿
1929,300386,飞天诚信,10.34,-0.29,-104.77,A股,-0.030,10.50,10.20,1.67,0.85,418.51万,4328.68万,-38.74,3.0102,43.23亿,25.93亿
1930,300593,新雷能,37.64,19.99,-104.84,A股,6.270,37.64,32.47,11.59,1.64,5218.53万,18.83亿,-118.52,8.9015,204.20亿,169.48亿
1931,301189,奥尼电子,102.50,2.70,-105.67,A股,2.690,104.50,98.50,4.55,0.70,513.52万,5.23亿,183.02,5.7630,119.81亿,115.64亿
1932,002878,元隆雅图,15.01,-2.15,-105.99,A股,-0.330,15.29,14.64,5.65,0.69,1333.23万,1.99亿,-325.21,3.1466,39.32亿,35.41亿
1933,002785,万里石,39.09,2.06,-106.04,A股,0.790,39.50,38.00,2.58,0.70,499.99万,1.93亿,3686.05,11.1390,88.59亿,75.64亿
1934,300937,药易购,21.92,0.55,-106.15,A股,0.120,22.22,21.45,2.13,0.67,137.95万,3016.45万,-192.73,2.5633,20.97亿,14.22亿
1935,600797,浙大网新,7.48,1.91,-106.24,A股,0.140,7.61,7.26,2.33,0.44,2398.63万,1.79亿,-40.38,2.3217,76.86亿,76.86亿
1936,300594,ST朗进,15.97,-0.13,-106.31,A股,-0.020,16.22,15.75,1.88,0.70,170.80万,2727.66万,-30.38,1.9212,14.67亿,14.53亿
1937,300278,华昌达,4.70,2.84,-106.36,A股,0.130,4.85,4.52,2.84,1.27,4005.94万,1.87亿,1044.40,3.9786,66.45亿,66.24亿
1938,300251,光线传媒,11.68,0.95,-106.96,A股,0.110,11.80,11.46,1.17,0.81,3253.97万,3.80亿,368.03,3.5717,342.64亿,324.16亿
1939,600238,*ST椰岛,5.14,1.78,-107.41,A股,0.090,5.30,5.02,1.29,1.58,575.86万,2988.75万,624.52,29.5451,23.04亿,22.89亿
1940,601106,中国一重,3.54,0.00,-107.44,A股,0.000,3.57,3.50,0.75,0.86,5158.61万,1.82亿,3125.65,4.7000,242.77亿,242.77亿
1941,603278,大业股份,13.51,-4.46,-107.48,A股,-0.630,14.82,13.41,20.43,1.78,6983.39万,9.68亿,-47.00,2.3847,46.17亿,46.17亿
1942,603322,超讯通信,30.08,2.10,-107.54,A股,0.620,30.48,29.28,3.06,0.77,481.71万,1.45亿,28.44,18.0161,47.40亿,47.40亿
1943,000032,深桑达Ａ,15.54,2.91,-107.65,A股,0.440,15.65,15.15,1.28,0.66,1458.70万,2.26亿,-57.29,2.5671,188.84亿,176.84亿
1944,300895,铜牛信息,55.06,0.95,-107.97,A股,0.520,55.66,54.26,3.49,0.88,481.98万,2.64亿,-129.08,10.3663,77.52亿,76.08亿
1945,300765,新诺威,23.88,1.19,-108.87,A股,0.280,24.40,22.50,0.88,1.29,1241.36万,2.92亿,-89.34,13.0156,335.42亿,335.42亿
1946,002519,银河电子,6.42,1.26,-109.93,A股,0.080,6.43,6.26,2.69,0.80,3005.35万,1.91亿,1127.54,3.2608,72.32亿,71.75亿
1947,300586,美联新材,12.18,7.98,-110.49,A股,0.900,12.57,11.80,12.93,1.61,6913.58万,8.42亿,1521.55,4.6960,86.63亿,65.11亿
1948,300313,*ST天山,8.33,0.36,-110.57,A股,0.030,8.43,8.23,0.76,0.52,150.85万,1253.19万,119.99,54.3645,19.97亿,16.44亿
1949,000702,正虹科技,5.70,-0.35,-110.68,A股,-0.020,5.85,5.65,2.38,0.86,634.29万,3645.66万,-39.29,5.9584,19.76亿,15.20亿
1950,603882,金域医学,24.60,5.08,-111.00,A股,1.190,24.68,23.30,1.55,1.39,712.09万,1.73亿,66.58,1.7950,113.96亿,113.19亿
1951,300242,佳云科技,5.06,7.20,-111.02,A股,0.340,5.29,4.67,9.26,1.63,5878.47万,2.98亿,-133.99,13.2422,32.11亿,32.11亿
1952,920427,华维设计,13.30,-1.19,-111.25,A股,-0.160,13.86,13.13,7.50,0.58,381.78万,5119.09万,179.36,4.3629,13.71亿,6.77亿
1953,688765,禾元生物-U,45.29,0.64,-111.75,A股,0.290,45.67,44.41,2.42,0.76,111.81万,5043.70万,-112.30,5.6443,161.91亿,20.96亿
1954,603958,哈森股份,19.74,0.92,-111.79,A股,0.180,19.99,19.39,1.86,0.85,407.19万,8017.31万,62.89,6.6505,43.30亿,43.30亿
1955,603595,ST东尼,24.57,3.58,-112.24,A股,0.850,24.65,23.71,0.91,0.61,211.43万,5119.96万,60.00,3.7562,57.11亿,57.11亿
1956,300397,天和防务,12.87,0.63,-112.38,A股,0.080,13.00,12.57,3.42,0.67,1397.38万,1.79亿,156.70,4.6488,66.62亿,52.53亿
1957,300556,丝路视觉,20.46,4.44,-112.96,A股,0.870,20.83,19.61,12.82,1.87,1391.25万,2.81亿,53.01,6.1848,24.87亿,22.20亿
1958,301428,世纪恒通,40.07,20.01,-113.08,A股,6.680,40.07,34.66,17.65,1.12,1242.48万,4.74亿,59.96,3.2805,39.54亿,28.20亿
1959,300382,斯莱克,16.67,7.34,-113.79,A股,1.140,16.88,15.14,5.98,1.06,3878.47万,6.25亿,-123.72,4.7475,108.09亿,108.08亿
1960,002099,海翔药业,5.21,-1.70,-114.18,A股,-0.090,5.32,5.16,1.36,0.65,2189.99万,1.14亿,79.72,1.7068,84.34亿,84.16亿
1961,300032,金龙机电,4.26,0.00,-114.33,A股,0.000,4.37,4.22,2.44,0.83,1963.48万,8373.37万,-42.47,5.2856,34.22亿,34.22亿
1962,600715,文投控股,1.79,-0.56,-115.09,A股,-0.010,1.81,1.77,0.50,0.75,1421.82万,2544.73万,-560.99,6.7222,72.67亿,51.24亿
1963,300903,科翔股份,70.15,5.33,-115.23,A股,3.550,70.76,66.96,6.19,0.76,2047.61万,14.16亿,-146.84,16.7260,305.42亿,231.98亿
1964,000520,凤凰航运,4.39,-7.77,-116.49,A股,-0.370,4.74,4.31,9.08,1.49,9193.26万,4.08亿,336.39,10.5506,44.43亿,44.43亿
1965,300578,会畅科技,19.13,0.95,-116.95,A股,0.180,19.35,18.60,2.86,0.80,566.85万,1.07亿,-79.26,3.2896,37.93亿,37.92亿
1966,300289,利德曼,5.58,-0.53,-118.10,A股,-0.030,5.66,5.48,0.69,0.65,377.19万,2098.18万,-191.04,1.8565,30.36亿,30.31亿
1967,300427,红相股份,7.23,1.54,-118.14,A股,0.110,7.42,7.01,7.71,0.45,3880.48万,2.79亿,258.60,3.0591,36.77亿,36.37亿
1968,603616,韩建河山,7.29,9.95,-118.75,A股,0.660,7.29,7.29,2.48,0.45,951.83万,6938.86万,-71.94,13.2632,28.23亿,28.01亿
1969,688020,方邦股份,147.72,13.63,-118.89,A股,17.720,150.05,131.90,6.42,1.20,528.98万,7.50亿,-175.75,9.2470,121.71亿,121.71亿
1970,300022,吉峰科技,7.55,1.21,-119.01,A股,0.090,7.64,7.32,2.70,1.00,1331.97万,1.00亿,220.93,7.3013,37.32亿,37.31亿
1971,603618,杭电股份,41.25,4.96,-119.26,A股,1.950,42.28,39.10,10.62,0.78,7341.01万,30.11亿,88.19,10.5415,285.19亿,285.19亿
1972,300369,绿盟科技,6.16,1.48,-120.13,A股,0.090,6.18,6.00,1.73,0.74,1396.66万,8529.30万,-12.71,1.9491,49.93亿,49.75亿
1973,688399,硕世生物,47.29,0.79,-121.01,A股,0.370,47.73,46.23,1.15,0.78,96.34万,4530.82万,46.94,1.3457,39.66亿,39.66亿
1974,688469,芯联集成-U,7.29,6.11,-121.98,A股,0.420,7.34,6.87,3.19,0.84,1.87亿,13.38亿,-172.89,4.7119,611.10亿,427.91亿
1975,688383,新益昌,141.38,2.50,-122.24,A股,3.450,142.00,136.00,2.00,0.90,203.22万,2.84亿,168.41,11.4458,143.71亿,143.71亿
1976,003009,中天火箭,59.13,-2.97,-122.31,A股,-1.810,62.00,57.51,6.79,2.00,1118.91万,6.56亿,514.04,4.8344,97.40亿,97.38亿
1977,301096,百诚医药,57.72,0.86,-122.69,A股,0.490,58.00,55.00,3.20,0.57,265.88万,1.50亿,123.02,2.5201,63.05亿,47.96亿
1978,688125,安达智能,180.10,-0.98,-124.11,A股,-1.780,189.03,177.89,0.98,1.34,79.87万,1.44亿,-118.27,8.2443,147.91亿,147.12亿
1979,688114,华大智造,47.23,0.08,-124.49,A股,0.040,47.73,45.33,1.18,0.85,491.33万,2.28亿,-46.76,2.7752,196.72亿,196.31亿
1980,688489,三未信安,23.75,-0.71,-124.88,A股,-0.170,24.14,23.43,0.81,0.87,136.91万,3240.25万,-44.52,2.2225,40.27亿,39.97亿
1981,300710,万隆光电,43.51,7.99,-124.92,A股,3.220,44.43,39.27,13.78,1.08,1027.86万,4.32亿,-118.82,9.9887,43.29亿,32.45亿
1982,000592,平潭发展,7.73,-0.90,-125.37,A股,-0.070,7.93,7.58,5.78,0.93,1.11亿,8.49亿,-2064.69,8.4270,149.33亿,148.04亿
1983,000925,众合科技,8.50,3.91,-126.39,A股,0.320,8.63,8.14,8.44,0.94,5680.83万,4.78亿,-43.30,1.7854,57.49亿,57.23亿
1984,600725,云维股份,3.86,-1.78,-126.48,A股,-0.070,3.92,3.82,0.97,0.63,1192.67万,4599.06万,-738.71,18.5378,47.57亿,47.57亿
1985,300204,舒泰神,22.22,-5.73,-126.59,A股,-1.350,23.62,21.96,6.64,1.06,3012.10万,6.78亿,-314.76,13.1091,106.16亿,100.80亿
1986,301517,陕西华达,53.91,2.01,-126.62,A股,1.060,54.69,52.52,3.44,0.75,335.78万,1.80亿,-127.45,6.4085,81.53亿,52.60亿
1987,688047,龙芯中科,132.60,2.09,-127.26,A股,2.720,132.76,128.60,1.77,0.87,710.53万,9.30亿,-116.64,22.1682,531.73亿,531.73亿
1988,300736,百邦科技,29.00,1.12,-127.70,A股,0.320,29.95,28.28,6.24,1.10,778.61万,2.25亿,-197.17,56.3786,37.10亿,36.17亿
1989,920223,荣亿精密,16.24,0.68,-128.07,A股,0.110,16.35,15.58,4.28,0.62,349.42万,5548.13万,-157.54,10.7047,25.54亿,13.25亿
1990,300210,森远股份,10.12,0.60,-128.17,A股,0.060,10.37,9.97,2.76,0.76,1338.63万,1.35亿,-104.59,13.0700,49.00亿,49.00亿
1991,002561,徐家汇,7.06,0.28,-129.09,A股,0.020,7.11,6.91,0.69,0.58,284.97万,2001.69万,-1211.79,1.3537,29.35亿,29.26亿
1992,300762,上海瀚讯,36.88,3.57,-129.11,A股,1.270,37.00,34.73,5.31,0.79,3335.83万,12.06亿,-130.95,10.1896,231.59亿,231.59亿
1993,600371,万向德农,7.13,-0.28,-129.64,A股,-0.020,7.26,7.01,1.27,0.79,372.03万,2652.93万,498.97,4.1123,20.86亿,20.86亿
1994,603630,拉芳家化,13.15,1.08,-130.22,A股,0.140,13.36,12.87,1.68,0.92,378.00万,4959.15万,34.50,1.5684,29.61亿,29.61亿
1995,002786,银宝山新,8.57,-0.46,-130.32,A股,-0.040,8.79,8.40,4.13,0.83,2038.93万,1.74亿,73.90,21.3177,42.47亿,42.35亿
1996,600156,华升股份,9.36,1.52,-132.04,A股,0.140,9.52,9.00,3.75,0.51,1508.05万,1.40亿,-162.50,10.3013,37.64亿,37.64亿
1997,000789,万年青,4.41,0.46,-132.61,A股,0.020,4.47,4.36,0.29,0.71,231.92万,1022.00万,-43.54,0.5548,35.17亿,35.17亿
1998,688220,翱捷科技-U,93.95,2.79,-132.74,A股,2.550,94.44,91.19,2.62,0.85,965.54万,8.96亿,-350.66,7.2236,392.99亿,346.81亿
1999,002072,凯瑞德,8.72,1.28,-132.90,A股,0.110,8.85,8.43,5.54,0.68,2035.93万,1.76亿,-178.33,13.8744,32.06亿,32.05亿
2000,603122,合富中国,12.18,0.33,-134.95,A股,0.040,12.32,12.02,1.95,0.80,776.10万,9440.60万,-146.30,4.6448,48.48亿,48.48亿
2001,600136,ST明诚,1.53,0.00,-135.25,A股,0.000,1.56,1.51,0.51,0.75,993.48万,1524.26万,-370.32,13.7951,31.22亿,29.73亿
2002,000889,中嘉博创,3.67,1.38,-136.24,A股,0.050,3.74,3.62,3.53,0.49,3073.02万,1.13亿,-195.35,49.4759,34.36亿,31.92亿
2003,000415,渤海租赁,3.70,0.27,-136.36,A股,0.010,3.75,3.64,1.07,0.91,5791.10万,2.14亿,6.30,0.7664,228.83亿,199.54亿
2004,600162,香江控股,3.66,-1.08,-136.52,A股,-0.040,3.87,3.33,13.49,1.11,4.41亿,15.38亿,-135.87,2.0892,119.62亿,119.62亿
2005,603386,骏亚科技,17.84,0.73,-137.20,A股,0.130,17.96,17.16,6.24,0.77,2037.20万,3.59亿,-71.17,4.4473,58.22亿,58.22亿
2006,688515,裕太微-U,199.98,2.83,-137.60,A股,5.500,201.99,193.23,9.07,0.51,452.08万,8.95亿,-92.46,10.9066,159.98亿,99.63亿
2007,002153,石基信息,8.28,5.48,-138.15,A股,0.430,8.64,7.76,3.31,2.63,5299.37万,4.40亿,238.95,3.3899,225.98亿,132.46亿
2008,002190,成飞集成,25.17,0.40,-138.96,A股,0.100,25.31,24.78,0.85,0.76,306.69万,7679.83万,-109.87,2.0766,90.29亿,90.29亿
2009,688011,新光光电,57.64,3.52,-140.32,A股,1.960,58.39,55.11,2.11,1.35,210.67万,1.21亿,-93.54,5.4968,57.64亿,57.45亿
2010,603286,日盈电子,60.47,0.73,-140.59,A股,0.440,61.00,57.89,3.51,0.79,406.95万,2.42亿,-319.28,8.7442,71.12亿,70.04亿
2011,300077,国民技术,22.77,5.96,-140.64,A股,1.280,23.00,21.37,7.42,0.79,4199.35万,9.32亿,-245.17,8.8656,154.41亿,128.95亿
2012,300067,安诺其,5.34,1.71,-140.94,A股,0.090,5.37,5.23,3.65,0.84,3417.40万,1.82亿,153.06,2.4777,61.64亿,50.05亿
2013,002799,环球印务,7.05,0.14,-141.16,A股,0.010,7.18,6.96,1.47,0.95,469.23万,3313.75万,241.31,1.7756,22.56亿,22.56亿
2014,688060,云涌科技,37.40,0.46,-141.66,A股,0.170,38.45,36.75,0.76,1.00,45.57万,1699.41万,-56.30,2.5384,22.51亿,22.51亿
2015,688292,XD浩瀚深,21.10,0.05,-142.21,A股,0.010,21.41,20.60,1.92,0.78,304.13万,6374.24万,-29.93,3.4628,33.41亿,33.41亿
2016,600330,天通股份,29.46,10.01,-142.51,A股,2.680,29.46,27.06,12.19,0.91,1.50亿,42.82亿,-217.09,4.6849,363.37亿,363.37亿
2017,301337,亚华电子,24.16,0.83,-142.82,A股,0.200,24.56,23.80,1.27,0.80,129.59万,3121.76万,-71.70,2.3222,25.17亿,24.63亿
2018,000859,国风新材,11.17,6.69,-143.13,A股,0.700,11.17,10.55,10.54,1.38,9444.44万,10.33亿,-116.17,3.7103,100.08亿,100.07亿
2019,300175,朗源股份,5.10,-3.59,-143.71,A股,-0.190,5.46,5.06,3.07,0.96,1446.18万,7459.49万,-106.90,4.8187,24.01亿,24.01亿
2020,002021,中捷资源,2.54,-0.78,-143.77,A股,-0.020,2.60,2.51,2.17,0.81,2590.23万,6579.69万,-128.75,4.9550,30.37亿,30.36亿
2021,300478,杭州高新,39.45,1.21,-143.80,A股,0.470,41.00,38.78,5.99,1.16,758.61万,2.99亿,-135.77,159.2512,49.97亿,49.97亿
2022,301068,大地海洋,27.26,2.98,-145.31,A股,0.790,28.64,26.40,2.20,1.54,220.36万,5986.32万,70.79,4.7845,38.52亿,27.35亿
2023,300782,卓胜微,99.00,5.47,-145.75,A股,5.130,101.00,93.31,5.36,1.01,2402.51万,23.32亿,-98.61,4.3187,569.24亿,443.77亿
2024,600202,哈空调,5.11,-0.97,-145.76,A股,-0.050,5.23,5.06,2.25,0.78,861.77万,4421.80万,-16.03,2.4166,19.59亿,19.59亿
2025,688005,容百科技,32.81,1.52,-146.19,A股,0.490,32.88,31.52,3.14,0.79,2242.28万,7.24亿,505.36,3.0216,234.50亿,234.47亿
2026,002659,凯文教育,4.26,0.24,-147.20,A股,0.010,4.32,4.18,1.65,0.95,988.44万,4215.91万,3302.74,1.1879,25.49亿,25.49亿
2027,600589,大位科技,10.19,2.10,-148.18,A股,0.210,10.29,9.93,6.34,0.70,9379.76万,9.47亿,-118.70,24.3595,151.29亿,150.66亿
2028,301228,实朴检测,80.10,3.99,-149.58,A股,3.070,80.50,74.74,4.94,1.07,589.62万,4.57亿,-552.98,16.0420,96.12亿,95.67亿
2029,300107,建新股份,6.08,3.40,-150.22,A股,0.200,6.09,5.92,2.22,0.90,770.16万,4641.95万,130.11,2.3158,34.22亿,21.12亿
2030,603221,爱丽家居,12.24,0.25,-151.01,A股,0.030,12.47,12.04,0.91,0.76,219.74万,2692.06万,-50.47,1.9053,29.93亿,29.65亿
2031,300542,新晨科技,12.51,1.71,-152.77,A股,0.210,12.63,12.23,1.60,0.92,395.57万,4918.54万,-53.77,7.0037,37.35亿,30.97亿
2032,600615,鑫源智造,9.47,0.00,-153.77,A股,0.000,9.76,9.39,1.25,0.81,280.95万,2678.26万,-127.79,2.9610,21.37亿,21.33亿
2033,301348,蓝箭电子,24.60,7.19,-154.89,A股,1.650,24.66,23.03,9.07,1.11,1406.36万,3.38亿,-183.69,4.0183,59.04亿,38.16亿
2034,300256,星星科技,2.94,0.68,-155.62,A股,0.020,2.96,2.84,1.02,0.75,2287.15万,6660.55万,-90.08,7.3531,66.69亿,65.96亿
2035,300085,银之杰,28.40,1.83,-155.73,A股,0.510,28.90,27.01,8.25,0.66,5379.56万,15.05亿,-232.35,47.8174,200.69亿,185.17亿
2036,300333,兆日科技,9.92,0.61,-155.95,A股,0.060,10.19,9.82,4.20,0.72,1407.74万,1.40亿,-187.58,5.9116,33.33亿,33.21亿
2037,600889,*ST京化,15.87,2.72,-156.82,A股,0.420,15.91,15.29,0.86,0.94,313.50万,4898.47万,182.21,7.9138,88.56亿,58.14亿
2038,301176,逸豪新材,44.29,11.82,-157.01,A股,4.680,44.95,40.12,6.86,1.43,1125.70万,4.80亿,199.34,5.0348,74.88亿,72.66亿
2039,600359,新农开发,6.25,-1.73,-158.25,A股,-0.110,6.44,6.24,1.83,0.84,697.94万,4398.40万,26.66,3.5355,23.84亿,23.84亿
2040,002240,盛新锂能,46.88,10.00,-159.33,A股,4.260,46.88,42.70,6.67,1.43,6091.48万,27.15亿,23.12,3.9977,429.09亿,427.97亿
2041,002578,闽发铝业,3.63,1.40,-160.44,A股,0.050,3.66,3.50,3.66,0.76,3149.25万,1.13亿,80.85,2.2602,34.07亿,31.26亿
2042,300466,赛摩智能,8.04,-0.25,-161.31,A股,-0.020,8.17,7.96,1.59,0.91,713.53万,5744.01万,206.98,6.2120,43.06亿,36.09亿
2043,688098,申联生物,7.61,2.98,-162.71,A股,0.220,7.68,7.36,0.48,0.88,196.72万,1490.21万,-451.34,2.2524,31.25亿,31.25亿
2044,603333,尚纬股份,8.46,-1.05,-163.04,A股,-0.090,8.76,8.35,2.59,0.74,1612.58万,1.37亿,2399.43,2.5756,52.58亿,52.58亿
2045,600793,宜宾纸业,13.58,-2.65,-164.96,A股,-0.370,14.09,13.47,2.88,1.22,510.31万,6981.55万,-23.21,10.6031,24.02亿,24.02亿
2046,600539,狮头股份,15.72,2.08,-165.08,A股,0.320,16.17,15.10,9.56,1.66,2198.50万,3.43亿,1717.57,12.0326,36.16亿,36.16亿
2047,300290,荣科科技,9.65,-0.72,-165.63,A股,-0.070,10.01,9.64,2.92,0.74,1866.59万,1.83亿,-86.19,8.2840,61.73亿,61.72亿
2048,301169,零点有数,77.50,3.33,-165.87,A股,2.500,77.99,74.55,2.06,1.14,148.64万,1.14亿,-84.45,12.8809,55.83亿,55.81亿
2049,002211,ST宏达,3.72,1.64,-167.89,A股,0.060,3.72,3.62,0.95,0.41,408.70万,1504.86万,209.74,33.3270,16.09亿,16.09亿
2050,002173,创新医疗,17.56,1.86,-168.21,A股,0.320,17.65,17.04,4.16,0.60,1750.24万,3.04亿,-77.03,4.4928,77.49亿,73.90亿
2051,301001,凯淳股份,25.48,2.37,-170.15,A股,0.590,26.02,24.31,3.59,1.09,180.43万,4585.11万,1151.52,2.6511,20.38亿,12.82亿
2052,002165,红 宝 丽,6.64,-1.92,-170.25,A股,-0.130,6.83,6.47,6.25,1.13,4546.92万,2.99亿,-50.83,2.4418,48.82亿,48.31亿
2053,300474,景嘉微,54.37,1.57,-171.32,A股,0.840,54.50,52.91,1.99,0.77,806.92万,4.34亿,-126.65,4.1650,284.15亿,221.00亿
2054,301218,华是科技,41.43,1.84,-171.52,A股,0.750,42.30,39.70,10.75,0.67,753.51万,3.09亿,-400.38,5.2053,47.25亿,29.03亿
2055,301327,华宝新能,53.04,0.82,-172.07,A股,0.430,53.68,52.44,0.68,0.56,119.30万,6317.29万,163.23,1.5181,92.49亿,92.49亿
2056,002796,世嘉科技,41.81,1.09,-172.29,A股,0.450,42.28,40.93,4.29,0.63,975.81万,4.06亿,-112.29,12.5247,105.51亿,95.20亿
2057,300883,龙利得,6.48,0.78,-172.48,A股,0.050,6.53,6.34,10.37,1.19,3429.21万,2.21亿,-165.59,1.5889,22.42亿,21.43亿
2058,600703,三安光电,17.30,5.17,-173.44,A股,0.850,17.31,16.05,7.04,1.11,3.51亿,59.24亿,319.70,2.4731,863.10亿,863.10亿
2059,688175,高凌信息,34.30,3.16,-175.19,A股,1.050,34.78,32.60,1.17,0.41,150.81万,5038.40万,280.87,2.5817,44.36亿,44.36亿
2060,301577,美信科技,96.86,-0.19,-175.50,A股,-0.180,102.64,94.71,16.44,0.66,309.78万,3.01亿,-84.54,5.9274,43.62亿,18.25亿
2061,002366,融发核电,6.27,3.81,-175.94,A股,0.230,6.43,6.05,3.41,1.34,6312.61万,3.97亿,323.22,2.8104,130.47亿,116.02亿
2062,688227,品高股份,81.92,1.51,-177.14,A股,1.220,83.03,80.91,3.53,0.62,398.96万,3.27亿,-151.08,7.4343,92.61亿,92.61亿
2063,300195,长荣股份,5.74,1.77,-177.38,A股,0.100,5.84,5.55,3.22,0.96,1012.08万,5785.43万,-18.32,0.9105,24.32亿,18.02亿
2064,300424,航新科技,19.12,0.63,-177.44,A股,0.120,19.69,18.76,5.67,0.83,1389.89万,2.66亿,43.01,6.1966,46.93亿,46.90亿
2065,300214,日科化学,7.29,1.82,-178.42,A股,0.130,7.34,7.16,1.68,0.77,778.92万,5648.26万,407.80,1.4154,33.89亿,33.89亿
2066,002647,仁东控股,12.39,6.44,-178.82,A股,0.750,12.63,11.62,2.95,0.73,2996.02万,3.66亿,74.45,22.5021,140.04亿,125.79亿
2067,300084,海默科技,11.05,-1.43,-180.94,A股,-0.160,11.46,10.68,4.20,0.91,1496.42万,1.65亿,-92.87,4.1596,60.64亿,39.41亿
2068,002310,东方新能,2.56,0.39,-181.06,A股,0.010,2.59,2.48,2.08,0.70,9157.58万,2.32亿,-277.60,6.4106,153.58亿,112.61亿
2069,000825,太钢不锈,3.70,0.00,-181.32,A股,0.000,3.73,3.64,0.42,0.85,2386.83万,8776.81万,261.12,0.6459,210.76亿,210.76亿
2070,603773,沃格光电,150.15,10.00,-182.00,A股,13.650,150.15,131.00,14.92,0.90,3351.16万,47.09亿,-165.08,31.9047,337.44亿,337.32亿
2071,000908,ST景峰,6.79,-0.29,-182.90,A股,-0.020,6.89,6.75,0.92,0.88,806.22万,5492.99万,813.82,5.7240,119.47亿,59.74亿
2072,600611,大众交通,4.48,10.07,-183.40,A股,0.410,4.48,4.07,5.41,1.22,8454.45万,3.67亿,-15.93,1.1061,105.91亿,70.04亿
2073,300448,浩云科技,7.34,2.09,-183.41,A股,0.150,7.39,7.10,3.25,0.82,2088.98万,1.52亿,908.62,4.1187,49.66亿,47.16亿
2074,688052,纳芯微,241.12,7.82,-183.86,A股,17.490,244.73,227.96,3.64,1.37,518.40万,12.32亿,-274.31,5.1624,392.12亿,343.66亿
2075,688521,芯原股份,227.52,6.82,-184.57,A股,14.520,229.63,213.44,3.63,0.84,1909.14万,42.28亿,-87.76,38.0223,1196.56亿,1196.56亿
2076,688458,美芯晟,38.70,7.20,-186.59,A股,2.600,40.11,36.71,6.68,1.71,625.91万,2.43亿,-200.08,2.3706,43.16亿,36.27亿
2077,300045,华力创通,18.43,0.27,-191.40,A股,0.050,18.57,18.00,3.18,0.85,1643.95万,3.01亿,-255.36,8.0507,122.13亿,95.16亿
2078,000691,亚太实业,9.18,5.52,-192.24,A股,0.480,9.18,8.68,4.11,0.96,1329.47万,1.20亿,309.39,9.7879,44.51亿,29.68亿
2079,688679,通源环境,56.76,9.07,-192.99,A股,4.720,58.80,51.50,3.92,1.61,516.39万,2.89亿,3491.24,6.8096,74.75亿,74.75亿
2080,300955,嘉亨家化,41.16,2.03,-193.66,A股,0.820,41.38,39.88,1.85,0.70,186.56万,7540.15万,-247.91,4.7922,41.49亿,41.49亿
2081,601118,海南橡胶,5.77,-4.15,-194.11,A股,-0.250,6.07,5.63,2.18,1.03,9323.61万,5.37亿,-46.57,2.5813,246.92亿,246.92亿
2082,688488,艾迪药业,12.72,1.76,-194.57,A股,0.220,12.89,12.45,1.45,1.00,608.72万,7732.13万,175.92,5.4924,53.52亿,53.52亿
