序号,代码,名称,最新价(元) 2026.06.09,涨跌幅(%) 2026.06.09,市盈率(TTM)(倍) 2026.06.09,证券类型,涨跌额(元) 2026.06.09,最高价(元) 2026.06.09,最低价(元) 2026.06.09,换手率(%) 2026.06.09,量比 2026.06.09,成交量(股) 2026.06.09,成交额(元) 2026.06.09,市盈率(动)(倍) 2026.06.09,市净率(倍) 2026.06.09,总市值(元) 2026.06.09,流通市值(元) 2026.06.09
174,002941,新疆交建,11.12,-1.24,17.49,A股,-0.140,11.38,11.05,1.89,1.39,1379.70万,1.54亿,-127.67,1.7312,81.15亿,81.15亿
175,603207,小方制药,22.15,-0.89,17.48,A股,-0.200,22.52,21.97,1.80,1.12,97.78万,2166.91万,15.89,3.0933,35.59亿,12.05亿
176,600982,宁波能源,5.91,-1.66,17.47,A股,-0.100,6.09,5.62,5.16,0.61,5764.34万,3.36亿,22.77,1.5105,66.05亿,66.05亿
177,603605,珀莱雅,64.90,-2.45,17.43,A股,-1.630,67.00,64.30,1.61,0.77,636.50万,4.16亿,17.52,4.0437,256.99亿,256.99亿
178,600389,江山股份,22.62,-2.50,17.40,A股,-0.580,23.37,22.18,2.15,1.43,927.32万,2.08亿,13.33,2.3550,97.41亿,97.41亿
179,300729,乐歌股份,10.62,-0.38,17.40,A股,-0.040,10.73,10.54,0.45,0.39,146.50万,1554.98万,1124.58,1.0177,36.28亿,34.93亿
180,600600,青岛啤酒,59.59,-0.91,17.38,A股,-0.550,59.81,59.22,0.69,0.80,490.97万,2.92亿,11.29,2.5058,812.92亿,422.57亿
181,002540,亚太科技,5.16,0.00,17.38,A股,0.000,5.22,5.10,0.98,0.84,838.97万,4313.85万,40.71,1.1554,64.56亿,44.28亿
182,603556,海兴电力,24.25,3.85,17.37,A股,0.900,24.30,22.96,1.24,1.20,603.47万,1.43亿,32.42,1.5807,117.92亿,117.92亿
183,600350,山东高速,11.59,2.93,17.33,A股,0.330,11.65,11.20,0.15,0.81,719.83万,8295.29万,16.78,1.8263,560.33亿,560.33亿
184,002773,康弘药业,20.12,0.95,17.32,A股,0.190,20.37,19.78,0.92,0.65,630.23万,1.27亿,15.07,2.0685,185.37亿,138.18亿
185,603706,东方环宇,21.70,-0.28,17.30,A股,-0.060,22.20,21.45,0.68,0.80,129.60万,2807.05万,10.01,2.4545,41.10亿,41.10亿
186,000027,深圳能源,7.27,2.68,17.28,A股,0.190,7.30,6.92,1.17,0.68,5586.78万,3.97亿,6.92,1.0338,345.86亿,345.86亿
187,301173,毓恬冠佳,33.60,-1.64,17.27,A股,-0.560,34.21,33.50,1.70,0.77,52.32万,1770.00万,40.96,1.9461,29.51亿,10.36亿
188,002259,升达林业,4.53,-0.44,17.27,A股,-0.020,4.63,4.51,1.67,0.85,1257.97万,5737.62万,11.08,7.4382,34.08亿,34.08亿
189,920003,中诚咨询,28.77,0.10,17.26,A股,0.030,28.97,28.39,1.36,0.52,18.61万,533.79万,11.08,2.8430,18.62亿,3.94亿
190,600578,京能电力,9.13,3.51,17.24,A股,0.310,9.18,8.15,5.10,0.97,3.41亿,29.84亿,13.87,2.4241,611.22亿,611.22亿
191,300358,楚天科技,7.97,0.25,17.22,A股,0.020,8.08,7.86,1.68,0.76,1178.11万,9357.88万,21.01,1.0231,56.99亿,55.89亿
192,002833,弘亚数控,17.98,0.28,17.20,A股,0.050,18.14,17.74,1.64,0.56,473.93万,8484.49万,13.14,2.5132,76.28亿,51.82亿
193,603970,中农立华,11.10,-0.36,17.19,A股,-0.040,11.28,11.00,0.66,0.92,178.44万,1983.27万,13.58,1.9365,29.84亿,29.84亿
194,601066,中信建投,24.96,2.34,17.19,A股,0.570,25.31,24.10,0.55,0.65,3567.81万,8.85亿,13.20,2.2440,1936.07亿,1621.32亿
195,603506,南都物业,10.75,-0.83,17.18,A股,-0.090,11.07,10.66,1.42,0.76,267.42万,2894.78万,10.58,1.6839,20.19亿,20.19亿
196,600419,天润乳业,7.86,-2.84,17.16,A股,-0.230,8.19,7.81,2.62,1.46,825.68万,6559.87万,20.84,1.0118,24.80亿,24.80亿
197,002801,微光股份,31.03,1.07,17.14,A股,0.330,31.09,30.48,1.47,0.69,169.75万,5231.26万,12.90,3.6312,71.25亿,35.93亿
198,002507,涪陵榨菜,11.41,-0.44,17.14,A股,-0.050,11.51,11.35,0.57,0.77,654.93万,7481.60万,12.08,1.5015,131.66亿,131.30亿
199,603979,金诚信,69.16,4.57,17.13,A股,3.020,69.50,65.26,1.07,0.85,666.15万,4.46亿,17.93,3.7685,431.41亿,431.41亿
200,002287,奇正藏药,19.96,-1.09,17.10,A股,-0.220,20.28,19.92,0.24,0.89,137.45万,2752.37万,29.99,2.3745,114.19亿,113.96亿
201,603053,成都燃气,9.00,-1.21,17.06,A股,-0.110,9.13,8.97,0.26,0.81,229.12万,2066.79万,11.98,1.5836,80.00亿,80.00亿
202,600166,福田汽车,3.08,3.36,17.06,A股,0.100,3.08,2.97,2.03,0.97,1.61亿,4.86亿,12.16,1.5153,243.86亿,243.86亿
203,920271,邦德股份,11.38,0.35,17.05,A股,0.040,11.44,11.12,0.86,0.52,49.83万,560.38万,22.86,2.3832,14.89亿,6.59亿
204,603167,渤海轮渡,9.04,0.11,17.04,A股,0.010,9.08,9.00,0.52,0.54,242.24万,2188.04万,22.29,1.1976,42.41亿,42.41亿
205,002605,姚记科技,19.02,1.17,17.03,A股,0.220,19.08,18.64,1.53,0.83,516.06万,9743.07万,14.20,2.1550,79.42亿,64.33亿
206,600993,马应龙,23.32,-0.34,17.02,A股,-0.080,23.58,23.21,0.67,0.71,290.17万,6778.66万,11.82,2.1889,100.52亿,100.35亿
207,603855,华荣股份,17.49,-1.02,16.96,A股,-0.180,17.82,17.30,0.74,1.18,247.74万,4330.16万,15.64,2.6277,59.03亿,58.68亿
208,000883,湖北能源,4.93,1.44,16.95,A股,0.070,4.95,4.75,0.82,0.70,5323.02万,2.59亿,17.24,0.9238,349.01亿,319.44亿
209,600866,星湖科技,4.67,0.43,16.95,A股,0.020,4.68,4.59,1.13,0.64,1420.50万,6598.08万,-41.37,0.9494,77.59亿,58.64亿
210,002255,海陆重工,9.10,0.44,16.93,A股,0.040,9.20,9.01,2.18,0.84,1389.80万,1.27亿,18.27,1.6496,75.61亿,58.06亿
211,603194,中力股份,35.84,0.31,16.92,A股,0.110,36.00,35.36,0.97,0.91,152.63万,5452.24万,19.73,2.6820,143.72亿,56.64亿
212,002003,伟星股份,9.06,-0.66,16.90,A股,-0.060,9.23,9.00,0.68,0.71,695.97万,6324.49万,28.93,2.5655,107.71亿,92.60亿
213,002602,世纪华通,14.37,-1.51,16.86,A股,-0.220,14.94,14.37,1.54,0.96,1.05亿,15.26亿,13.06,3.3249,1059.17亿,976.70亿
214,601966,玲珑轮胎,12.04,0.84,16.86,A股,0.100,12.18,11.71,0.78,1.28,1144.00万,1.36亿,260.76,0.7717,176.21亿,176.21亿
215,603456,九洲药业,12.35,1.23,16.85,A股,0.150,12.49,12.10,1.03,0.89,919.37万,1.13亿,15.96,1.2479,109.85亿,109.85亿
216,300435,中泰股份,17.14,0.06,16.84,A股,0.010,17.35,16.80,2.01,0.92,742.06万,1.27亿,38.85,1.9638,66.11亿,63.23亿
217,600179,安通控股,4.37,-2.02,16.84,A股,-0.090,4.50,4.29,1.22,0.83,4701.37万,2.06亿,18.21,1.5272,184.92亿,168.78亿
218,300694,蠡湖股份,10.12,0.70,16.82,A股,0.070,10.27,9.92,2.24,1.07,486.41万,4916.43万,36.94,1.4683,21.97亿,21.94亿
219,601949,中国出版,5.08,-1.17,16.81,A股,-0.060,5.18,5.05,0.47,0.87,904.24万,4614.85万,-24.09,0.9722,96.72亿,96.72亿
220,000538,云南白药,49.42,-0.16,16.78,A股,-0.080,50.00,49.15,0.44,0.84,781.02万,3.88亿,10.82,2.2453,881.78亿,876.18亿
221,600196,复星医药,21.83,0.83,16.77,A股,0.180,21.86,21.38,0.54,0.61,1151.78万,2.50亿,16.74,1.1862,582.95亿,462.47亿
222,600120,浙江东方,4.54,-1.30,16.74,A股,-0.060,4.62,4.51,0.72,0.94,2461.15万,1.12亿,25.37,0.9547,155.06亿,155.06亿
223,300573,兴齐眼药,35.40,-0.76,16.72,A股,-0.270,35.95,35.11,2.32,0.95,635.68万,2.25亿,15.32,6.5247,126.49亿,97.14亿
224,605338,巴比食品,19.75,1.86,16.72,A股,0.360,20.45,19.23,1.16,1.01,278.24万,5538.37万,25.05,2.2561,47.31亿,47.31亿
225,600026,中远海能,16.81,0.36,16.71,A股,0.060,17.01,16.43,1.36,0.82,5193.00万,8.65亿,10.57,1.9074,918.70亿,642.48亿
226,002096,易普力,9.90,-9.59,16.71,A股,-1.050,11.20,9.87,2.85,1.37,3533.03万,3.58亿,28.57,1.5115,122.80亿,122.80亿
227,601021,春秋航空,44.80,2.28,16.71,A股,1.000,44.96,44.18,0.59,0.66,572.98万,2.55亿,11.15,2.3512,438.29亿,438.29亿
228,000752,*ST西发,9.15,2.92,16.69,A股,0.260,9.27,8.89,1.87,2.12,493.65万,4524.68万,79.82,3.8855,24.13亿,24.13亿
229,600258,首旅酒店,12.51,-0.87,16.68,A股,-0.110,12.69,12.32,1.46,1.06,1634.56万,2.04亿,20.65,1.1410,139.69亿,139.69亿
230,300453,三鑫医疗,8.90,1.02,16.62,A股,0.090,8.96,8.78,1.66,0.89,595.68万,5276.83万,16.99,3.2626,46.47亿,32.03亿
231,300515,三德科技,15.24,0.93,16.62,A股,0.140,15.56,15.03,1.56,1.30,315.60万,4813.68万,23.66,3.5466,31.36亿,30.75亿
232,603231,索宝蛋白,15.36,-0.52,16.61,A股,-0.080,15.58,15.28,1.10,0.79,117.06万,1800.65万,23.13,1.4522,29.41亿,16.32亿
233,300596,利安隆,37.66,1.51,16.61,A股,0.560,38.37,36.80,2.10,0.56,472.18万,1.77亿,16.38,1.7438,86.47亿,84.62亿
234,300628,亿联网络,35.32,-0.42,16.61,A股,-0.150,36.00,34.52,2.45,0.95,1776.39万,6.25亿,17.06,5.3668,447.46亿,256.37亿
235,003012,东鹏控股,4.77,-0.42,16.60,A股,-0.020,4.85,4.75,0.68,0.79,767.15万,3677.65万,-27.60,0.7578,55.19亿,54.12亿
236,002266,浙富控股,4.61,0.88,16.60,A股,0.040,4.63,4.50,1.39,0.84,6717.45万,3.07亿,9.99,1.9502,240.61亿,223.24亿
237,002327,富安娜,6.83,-1.87,16.60,A股,-0.130,7.07,6.75,1.28,1.20,630.66万,4325.57万,22.03,1.6515,56.95亿,33.53亿
238,603568,伟明环保,15.61,-1.64,16.54,A股,-0.260,15.80,15.08,0.69,1.05,1416.16万,2.18亿,18.23,2.2407,320.34亿,319.76亿
239,002275,桂林三金,12.73,-1.62,16.52,A股,-0.210,12.98,12.72,0.27,0.79,147.79万,1890.69万,15.04,2.3763,74.80亿,70.92亿
240,601022,宁波远洋,7.81,-1.39,16.52,A股,-0.110,7.93,7.77,0.32,0.71,412.49万,3223.97万,18.30,1.6494,102.20亿,102.20亿
241,603199,九华旅游,31.88,-0.16,16.51,A股,-0.050,32.44,31.82,0.96,0.78,105.72万,3390.42万,12.68,2.1561,35.28亿,35.28亿
242,603948,建业股份,23.70,2.20,16.51,A股,0.510,23.80,23.14,0.57,0.61,91.99万,2164.29万,18.19,1.8802,38.51亿,38.51亿
243,600309,万华化学,69.25,-0.72,16.47,A股,-0.500,70.25,68.34,0.99,0.88,3084.58万,21.27亿,14.58,2.0169,2167.85亿,2167.85亿
244,603018,华设集团,6.85,0.44,16.47,A股,0.030,6.89,6.79,0.44,0.72,301.49万,2063.25万,17.20,0.8636,46.84亿,46.84亿
245,603043,广州酒家,14.15,0.21,16.43,A股,0.030,14.38,13.92,0.53,0.63,298.02万,4221.91万,38.14,2.1376,80.48亿,79.80亿
246,603284,林平发展,39.24,0.51,16.42,A股,0.200,39.93,38.68,4.03,0.67,74.53万,2921.64万,15.74,1.3368,29.59亿,7.25亿
247,603658,安图生物,29.71,-1.62,16.41,A股,-0.490,30.41,29.63,0.37,0.88,211.40万,6327.61万,17.95,2.0177,169.77亿,169.77亿
248,000778,新兴铸管,4.17,0.97,16.41,A股,0.040,4.21,4.13,1.03,0.66,4022.26万,1.68亿,20.95,0.6201,165.26亿,162.36亿
249,002752,昇兴股份,6.14,-0.49,16.40,A股,-0.030,6.22,6.07,1.23,0.97,1196.30万,7333.72万,9.90,1.6728,59.98亿,59.90亿
250,603585,苏利股份,14.98,0.74,16.37,A股,0.110,15.17,14.76,1.47,0.90,283.75万,4253.11万,34.24,1.0582,29.49亿,28.98亿
251,301039,中集车辆,7.70,0.00,16.36,A股,0.000,7.78,7.61,0.61,0.81,890.38万,6838.33万,22.99,0.9820,144.31亿,111.84亿
252,002032,苏 泊 尔,43.03,-1.40,16.35,A股,-0.610,43.84,42.72,0.24,0.90,190.31万,8217.24万,17.03,7.3358,344.17亿,344.02亿
253,600251,冠农股份,9.56,-0.10,16.34,A股,-0.010,9.62,9.40,0.97,0.81,755.69万,7183.52万,6.37,1.8386,74.28亿,74.28亿
254,601200,上海环境,7.32,-0.54,16.34,A股,-0.040,7.37,7.26,0.37,0.62,499.19万,3651.61万,15.69,0.8337,98.54亿,98.54亿
255,688425,铁建重工,4.28,0.00,16.31,A股,0.000,4.30,4.24,0.25,0.83,1350.18万,5768.37万,22.98,1.2117,228.27亿,228.27亿
256,002267,陕天然气,7.28,-0.68,16.31,A股,-0.050,7.37,7.26,0.43,0.74,475.78万,3466.73万,5.45,1.1533,80.96亿,80.96亿
257,600028,中国石化,4.79,-2.24,16.29,A股,-0.110,4.88,4.77,0.33,0.92,3.09亿,14.88亿,8.52,0.6952,5792.33亿,4538.64亿
258,920112,巴兰仕,28.26,-0.67,16.28,A股,-0.190,28.79,28.03,0.64,0.70,14.95万,424.56万,21.71,2.5912,23.98亿,6.55亿
259,600489,中金黄金,21.07,1.44,16.27,A股,0.300,21.12,20.48,1.23,0.91,5960.35万,12.39亿,10.73,3.1141,1021.33亿,1021.33亿
260,002749,国光股份,8.59,-1.26,16.27,A股,-0.110,8.83,8.58,0.36,1.01,193.92万,1685.12万,19.87,2.6948,47.80亿,46.76亿
261,002586,ST围海,3.78,-1.56,16.26,A股,-0.060,3.90,3.77,0.38,0.50,416.50万,1583.14万,-287.55,1.3492,43.25亿,41.11亿
262,600420,国药现代,8.70,-2.25,16.24,A股,-0.200,8.88,8.66,0.49,1.47,656.14万,5741.54万,21.08,0.8549,116.68亿,116.68亿
263,000422,湖北宜化,12.77,-0.39,16.21,A股,-0.050,12.96,12.51,2.18,0.93,2304.81万,2.92亿,19.17,2.3338,138.88亿,135.09亿
264,600739,辽宁成大,10.00,-0.30,16.19,A股,-0.030,10.06,9.92,0.48,0.70,727.54万,7272.14万,6.91,0.5164,152.23亿,152.23亿
265,601225,陕西煤业,27.00,-2.88,16.19,A股,-0.800,27.50,26.59,0.69,0.99,6647.34万,18.02亿,15.54,2.5638,2617.65亿,2617.65亿
266,600267,海正药业,9.48,-0.73,16.18,A股,-0.070,9.60,9.39,1.09,1.07,1305.48万,1.24亿,7.99,1.3055,113.64亿,113.64亿
267,601168,西部矿业,30.01,2.95,16.18,A股,0.860,30.25,28.67,1.82,0.78,4325.66万,12.68亿,11.27,3.6095,715.14亿,715.14亿
268,603279,景津装备,13.39,-0.67,16.17,A股,-0.090,13.60,13.31,1.28,0.77,735.47万,9884.56万,15.63,1.7270,77.18亿,77.18亿
269,300452,山河药辅,12.17,0.50,16.17,A股,0.060,12.35,12.01,1.41,0.94,280.81万,3416.34万,15.16,2.9882,28.53亿,24.17亿
270,300446,航天智造,15.91,3.04,16.16,A股,0.470,16.06,15.30,2.92,1.30,1091.83万,1.71亿,24.46,2.2232,134.50亿,59.43亿
271,000655,金岭矿业,6.89,-0.43,16.14,A股,-0.030,7.00,6.81,0.61,0.53,360.78万,2480.69万,29.19,1.1612,41.02亿,41.02亿
272,000581,威孚高科,18.16,0.33,16.14,A股,0.060,18.25,17.98,0.81,0.77,646.74万,1.17亿,11.73,0.8666,175.57亿,144.17亿
273,600262,北方股份,21.51,0.47,16.09,A股,0.100,21.61,21.28,1.16,0.73,196.54万,4209.90万,12.15,1.9546,36.57亿,36.57亿
274,000596,古井贡酒,86.01,-0.51,16.09,A股,-0.440,86.80,85.38,0.64,0.79,262.22万,2.25亿,7.07,1.7403,454.65亿,351.44亿
275,001323,慕思股份,18.66,-1.94,16.05,A股,-0.370,19.21,18.57,0.51,0.95,158.51万,2984.86万,22.97,1.9462,81.19亿,58.08亿
276,600480,凌云股份,10.15,0.30,16.04,A股,0.030,10.23,9.90,1.52,0.79,1838.35万,1.85亿,20.22,1.5735,124.06亿,123.11亿
277,601886,江河集团,8.75,2.22,16.03,A股,0.190,8.85,8.59,0.73,1.20,827.92万,7255.66万,16.23,1.4139,99.14亿,99.14亿
278,603766,隆鑫通用,12.58,-1.33,16.02,A股,-0.170,12.80,12.31,0.84,0.99,1717.64万,2.15亿,13.70,2.9948,258.34亿,258.34亿
279,002073,软控股份,5.59,0.00,16.02,A股,0.000,5.65,5.52,1.33,0.74,1350.39万,7520.75万,47.12,0.9017,57.26亿,56.68亿
280,002539,云图控股,11.63,1.04,16.02,A股,0.120,11.65,11.10,2.05,1.04,1820.49万,2.07亿,11.57,1.4827,140.46亿,103.48亿
281,002673,西部证券,6.26,0.64,16.01,A股,0.040,6.28,6.18,0.48,0.77,2155.24万,1.34亿,24.59,0.9288,279.80亿,279.80亿
282,600479,千金药业,10.00,0.20,15.97,A股,0.020,10.04,9.95,0.70,0.74,292.25万,2918.85万,16.41,1.5861,49.22亿,41.85亿
283,603379,三美股份,56.68,-2.28,15.97,A股,-1.320,58.99,55.90,1.58,0.84,962.61万,5.46亿,17.10,4.3866,346.02亿,346.02亿
284,603013,亚普股份,17.63,-1.18,15.97,A股,-0.210,18.06,17.40,0.76,1.12,385.51万,6820.93万,13.84,2.0109,89.60亿,89.60亿
285,002375,亚厦股份,3.92,-0.25,15.97,A股,-0.010,3.98,3.83,1.17,0.67,1555.34万,6062.08万,19.99,0.6310,52.53亿,52.18亿
286,000682,东方电子,12.23,0.00,15.97,A股,0.000,12.42,12.00,1.93,0.76,2586.25万,3.14亿,17.38,2.6653,163.97亿,163.96亿
287,920566,梓橦宫,10.01,0.10,15.96,A股,0.010,10.11,9.91,0.57,0.61,63.61万,636.91万,15.05,1.6957,14.56亿,11.25亿
288,001386,马可波罗,15.63,2.63,15.93,A股,0.400,15.72,15.29,3.46,1.13,372.28万,5798.56万,29.25,1.5737,186.77亿,16.81亿
289,601061,中信金属,11.34,-1.48,15.90,A股,-0.170,11.58,11.10,0.33,1.06,1628.97万,1.84亿,10.09,2.2934,555.66亿,555.66亿
290,002788,鹭燕医药,11.34,-0.53,15.88,A股,-0.060,11.50,11.20,2.74,0.81,1045.73万,1.18亿,16.21,1.3056,44.06亿,43.30亿
291,601878,浙商证券,9.05,0.56,15.87,A股,0.050,9.06,8.97,0.39,0.69,1790.12万,1.61亿,13.78,1.0980,413.93亿,413.93亿
292,000895,双汇发展,24.08,-0.29,15.86,A股,-0.070,24.64,24.06,0.37,1.20,1291.43万,3.14亿,16.15,4.1954,834.29亿,834.18亿
293,601377,兴业证券,5.76,-0.69,15.84,A股,-0.040,5.81,5.71,0.69,0.68,5994.08万,3.45亿,15.83,0.8783,497.43亿,497.43亿
294,002959,小熊电器,34.80,-0.40,15.84,A股,-0.140,35.10,34.59,0.32,0.59,48.90万,1704.47万,17.04,1.8892,54.23亿,52.38亿
295,601038,一拖股份,11.90,-2.46,15.82,A股,-0.300,12.27,11.79,0.82,1.13,600.64万,7154.81万,5.94,1.6261,133.71亿,87.07亿
296,600582,天地科技,5.51,-0.90,15.80,A股,-0.050,5.57,5.45,0.58,1.21,2418.98万,1.33亿,13.17,0.9192,228.04亿,228.04亿
297,603326,我乐家居,7.08,-0.14,15.78,A股,-0.010,7.29,7.00,0.94,0.73,301.53万,2150.84万,62.71,2.0316,22.60亿,22.60亿
298,600531,豫光金铅,11.82,1.11,15.77,A股,0.130,11.85,11.37,2.77,0.77,3349.66万,3.89亿,13.00,2.0124,142.93亿,142.93亿
299,600587,新华医疗,12.72,-1.17,15.75,A股,-0.150,12.95,12.69,0.75,0.89,454.42万,5804.53万,15.55,0.9827,77.17亿,77.17亿
300,601808,中海油服,12.55,-2.03,15.72,A股,-0.260,12.76,12.42,0.61,0.92,1799.82万,2.25亿,17.50,1.2972,598.83亿,371.54亿
301,605507,国邦医药,15.36,-2.17,15.68,A股,-0.340,15.75,15.34,0.60,1.10,465.51万,7220.47万,18.70,1.4343,120.17亿,120.17亿
302,000975,山金国际,20.74,2.17,15.66,A股,0.440,20.85,19.95,1.54,0.83,3884.28万,7.92亿,10.31,3.5411,575.02亿,523.32亿
303,301616,浙江华业,38.08,2.50,15.65,A股,0.930,38.22,37.09,1.92,0.74,54.67万,2060.49万,51.63,2.0871,30.46亿,10.82亿
304,601633,长城汽车,16.57,0.98,15.64,A股,0.160,16.58,16.30,0.27,0.61,1650.23万,2.72亿,37.48,1.6069,1417.30亿,1028.87亿
305,603788,宁波高发,15.17,1.34,15.60,A股,0.200,15.27,14.96,0.72,0.47,160.54万,2423.12万,18.03,1.6963,33.84亿,33.84亿
306,920187,通领科技,21.85,-0.68,15.60,A股,-0.150,22.18,21.39,1.53,0.63,50.79万,1097.40万,18.73,1.5896,19.77亿,7.25亿
307,600674,川投能源,15.10,0.87,15.57,A股,0.130,15.20,14.84,0.60,0.59,2926.92万,4.41亿,12.67,1.5870,736.07亿,736.07亿
308,600050,中国联通,4.31,0.00,15.56,A股,0.000,4.32,4.28,0.31,0.64,9678.11万,4.16亿,15.76,0.7894,1347.50亿,1335.69亿
309,600988,赤峰黄金,29.37,0.58,15.56,A股,0.170,29.66,28.57,2.50,0.91,4163.06万,12.10亿,14.12,4.0798,558.15亿,488.69亿
310,600686,金龙汽车,12.39,-0.24,15.54,A股,-0.030,12.50,12.22,1.40,0.49,1002.80万,1.24亿,14.81,2.4446,88.84亿,88.84亿
311,603153,上海建科,14.06,1.15,15.52,A股,0.160,14.13,13.81,0.25,0.81,100.75万,1412.08万,108.21,1.4830,57.63亿,56.77亿
312,601788,光大证券,13.70,1.11,15.52,A股,0.150,13.78,13.46,0.58,0.79,2275.76万,3.11亿,13.54,1.0157,631.68亿,535.22亿
313,600004,白云机场,8.06,0.37,15.50,A股,0.030,8.10,7.99,0.30,1.01,709.64万,5708.90万,30.97,0.9806,207.73亿,190.76亿
314,600660,福耀玻璃,53.41,0.49,15.50,A股,0.260,53.98,52.76,0.45,0.78,907.32万,4.86亿,20.36,3.8708,1393.86亿,1069.80亿
315,600285,羚锐制药,21.55,-0.19,15.49,A股,-0.040,21.71,21.42,0.92,0.92,521.05万,1.12亿,12.40,4.0401,122.21亿,121.94亿
316,301283,聚胶股份,25.90,1.57,15.40,A股,0.400,26.25,25.50,1.10,0.98,100.41万,2599.79万,18.93,1.8866,30.10亿,23.66亿
317,300871,回盛生物,21.84,3.95,15.39,A股,0.830,22.44,21.20,5.48,2.06,1105.32万,2.41亿,14.18,1.9547,44.07亿,44.07亿
318,601702,华峰铝业,18.13,-4.83,15.36,A股,-0.920,19.05,18.00,1.63,0.77,1631.89万,2.97亿,18.63,2.8374,181.03亿,181.03亿
319,300973,立高食品,25.40,0.40,15.34,A股,0.100,25.79,24.96,1.30,0.63,154.62万,3930.04万,16.80,1.7034,43.01亿,30.12亿
320,600426,华鲁恒升,26.97,0.04,15.31,A股,0.010,27.26,26.45,1.51,0.94,3195.67万,8.54亿,12.77,1.6697,570.51亿,570.43亿
321,600941,中国移动,95.86,-0.77,15.30,A股,-0.740,96.77,95.50,0.73,0.76,662.42万,6.35亿,17.70,1.4627,2.08万亿,865.39亿
322,600170,上海建工,2.44,0.00,15.30,A股,0.000,2.46,2.41,1.07,0.86,9508.31万,2.31亿,5455.75,0.6926,216.82亿,216.82亿
323,600012,皖通高速,16.67,3.09,15.29,A股,0.500,16.81,16.03,0.53,0.80,621.44万,1.03亿,13.27,2.1323,284.82亿,194.31亿
324,002984,森麒麟,14.36,-0.14,15.29,A股,-0.020,14.42,14.23,0.92,0.60,659.78万,9447.94万,17.74,1.0998,148.81亿,102.52亿
325,000957,中通客车,9.85,0.20,15.26,A股,0.020,9.89,9.69,1.39,0.75,825.44万,8088.57万,14.67,1.8093,58.40亿,58.40亿
326,920029,开发科技,41.03,-0.92,15.24,A股,-0.380,41.96,40.18,0.50,1.03,99.83万,4063.98万,39.72,2.3845,84.91亿,82.62亿
327,002284,亚太股份,10.97,0.09,15.24,A股,0.010,11.08,10.81,1.45,0.73,1059.28万,1.16亿,14.26,2.3626,81.08亿,80.32亿
328,000567,海德股份,5.51,-0.72,15.22,A股,-0.040,5.60,5.44,0.86,0.78,1673.32万,9191.14万,6.41,1.7879,107.70亿,107.36亿
329,000157,中联重科,7.62,-0.91,15.21,A股,-0.070,7.67,7.45,1.29,0.95,9148.21万,6.91亿,18.63,1.1300,659.02亿,538.71亿
330,600216,浙江医药,11.88,-0.34,15.21,A股,-0.040,11.99,11.79,1.04,0.91,986.03万,1.17亿,9.95,1.0163,114.24亿,113.03亿
331,603899,晨光股份,21.91,-1.31,15.18,A股,-0.290,22.30,21.72,0.62,0.88,570.30万,1.25亿,14.97,2.3150,201.78亿,201.78亿
332,301004,嘉益股份,36.05,-0.58,15.16,A股,-0.210,36.62,35.60,0.44,0.67,59.93万,2159.40万,21.40,2.9274,52.56亿,49.07亿
333,601233,桐昆股份,21.15,5.80,15.16,A股,1.160,21.26,20.19,1.85,0.94,4401.68万,9.17亿,6.63,1.2510,503.16亿,502.24亿
334,000792,盐湖股份,29.50,4.91,15.13,A股,1.380,29.66,28.08,1.66,1.09,8794.68万,25.29亿,12.89,3.4926,1561.01亿,1561.00亿
335,603993,洛阳钼业,17.05,0.95,15.10,A股,0.160,17.10,16.32,1.54,0.97,2.69亿,44.67亿,11.75,4.4083,3647.73亿,2977.07亿
336,000951,中国重汽,23.36,0.43,15.09,A股,0.100,23.48,22.80,1.09,0.83,1278.52万,2.96亿,15.02,1.6423,273.08亿,273.08亿
337,603128,华贸物流,5.33,-0.37,15.07,A股,-0.020,5.39,5.30,0.59,0.89,769.36万,4094.06万,18.95,1.1053,69.77亿,69.77亿
338,000526,学大教育,26.19,0.69,15.05,A股,0.180,26.39,25.76,1.84,0.93,220.38万,5755.64万,8.80,3.0663,31.92亿,31.29亿
339,603111,康尼机电,6.22,0.48,15.05,A股,0.030,6.27,6.14,0.45,0.76,383.56万,2384.23万,24.03,1.3034,53.62亿,53.05亿
340,002352,顺丰控股,34.04,-1.56,15.04,A股,-0.540,34.65,33.81,0.45,1.32,2163.56万,7.38亿,16.98,1.7441,1715.42亿,1623.71亿
341,003013,地铁设计,15.68,-0.25,15.03,A股,-0.040,15.76,15.26,0.93,0.73,372.36万,5766.68万,25.69,2.1451,72.25亿,62.71亿
342,002734,利民股份,15.90,-2.15,15.02,A股,-0.350,16.38,15.70,3.51,1.01,1524.27万,2.43亿,14.31,1.9479,75.66亿,69.06亿
343,002058,*ST威尔,22.20,-3.73,15.01,A股,-0.860,23.16,21.98,1.49,1.92,212.55万,4748.67万,105.98,50.2666,31.85亿,31.77亿
344,300850,新强联,28.88,1.98,15.00,A股,0.560,29.08,28.05,3.60,0.83,1082.14万,3.10亿,19.99,1.7015,119.59亿,86.87亿
345,002616,长青集团,5.21,0.97,14.99,A股,0.050,5.24,5.09,1.81,0.53,1063.22万,5484.60万,11.26,1.2766,44.77亿,30.61亿
346,001218,丽臣实业,24.29,-1.06,14.99,A股,-0.260,24.94,24.13,1.42,0.78,167.77万,4098.21万,10.24,1.3057,31.62亿,28.68亿
